fdc_id,data_type,description,food_category_id,publication_date,sort_description,fields
167512,sr_legacy_food,"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",18,2019-04-01,"pillsbury golden layer buttermilk biscuits, artificial flavor, refrigerated dough",2
167513,sr_legacy_food,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",18,2019-04-01,"pillsbury, cinnamon rolls with icing, refrigerated dough",2
167514,sr_legacy_food,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",18,2019-04-01,"kraft foods, shake n bake original recipe, coating for pork, dry",3
167515,sr_legacy_food,"George Weston Bakeries, Thomas English Muffins",18,2019-04-01,"george weston bakeries, thomas english muffins",1
167516,sr_legacy_food,"Waffles, buttermilk, frozen, ready-to-heat",18,2019-04-01,"waffles, buttermilk, frozen, ready-to-heat",3
167517,sr_legacy_food,"Waffle, buttermilk, frozen, ready-to-heat, toasted",18,2019-04-01,"waffle, buttermilk, frozen, ready-to-heat, toasted",4
167518,sr_legacy_food,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",18,2019-04-01,"waffle, buttermilk, frozen, ready-to-heat, microwaved",4
167519,sr_legacy_food,"Waffle, plain, frozen, ready-to-heat, microwave",18,2019-04-01,"waffle, plain, frozen, ready-to-heat, microwave",4
167520,sr_legacy_food,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",18,2019-04-01,"pie crust, cookie-type, graham cracker, ready crust",3
167521,sr_legacy_food,"Pie Crust, Cookie-type, Chocolate, Ready Crust",18,2019-04-01,"pie crust, cookie-type, chocolate, ready crust",3
167522,sr_legacy_food,"Pie, Dutch Apple, Commercially Prepared",18,2019-04-01,"pie, dutch apple, commercially prepared",2
167523,sr_legacy_food,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",18,2019-04-01,"pie crust, deep dish, frozen, unbaked, made with enriched flour",4
167524,sr_legacy_food,"Waffles, chocolate chip, frozen, ready-to-heat",18,2019-04-01,"waffles, chocolate chip, frozen, ready-to-heat",3
167525,sr_legacy_food,"Tostada shells, corn",18,2019-04-01,"tostada shells, corn",1
167526,sr_legacy_food,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",18,2019-04-01,"bread, salvadoran sweet cheese (quesadilla salvadorena)",1
167527,sr_legacy_food,"Bread, pound cake type, pan de torta salvadoran",18,2019-04-01,"bread, pound cake type, pan de torta salvadoran",2
167528,sr_legacy_food,"Pastry, Pastelitos de Guava (guava pastries)",18,2019-04-01,"pastry, pastelitos de guava (guava pastries)",1
167529,sr_legacy_food,"Crackers, snack, Goya Crackers",18,2019-04-01,"crackers, snack, goya crackers",2
167530,sr_legacy_food,"Crackers, cream, Gamesa Sabrosas",18,2019-04-01,"crackers, cream, gamesa sabrosas",2
167531,sr_legacy_food,"Crackers, cream, La Moderna Rikis Cream Crackers",18,2019-04-01,"crackers, cream, la moderna rikis cream crackers",2
167532,sr_legacy_food,"Bread, white wheat",18,2019-04-01,"bread, white wheat",1
167533,sr_legacy_food,"Bagels, wheat",18,2019-04-01,"bagels, wheat",1
167534,sr_legacy_food,"Cream puff, eclair, custard or cream filled, iced",18,2019-04-01,"cream puff, eclair, custard or cream filled, iced",3
167535,sr_legacy_food,"Tortillas, ready-to-bake or -fry, flour, shelf stable",18,2019-04-01,"tortillas, ready-to-bake or -fry, flour, shelf stable",3
167536,sr_legacy_food,"Snacks, beef jerky, chopped and formed",23,2019-04-01,"snacks, beef jerky, chopped and formed",2
167537,sr_legacy_food,"Snacks, corn-based, extruded, chips, plain",23,2019-04-01,"snacks, corn-based, extruded, chips, plain",4
167538,sr_legacy_food,"Snacks, corn-based, extruded, chips, barbecue-flavor",23,2019-04-01,"snacks, corn-based, extruded, chips, barbecue-flavor",4
167539,sr_legacy_food,"Snacks, corn-based, extruded, cones, plain",23,2019-04-01,"snacks, corn-based, extruded, cones, plain",4
167540,sr_legacy_food,"Snacks, fruit leather, pieces",19,2019-04-01,"snacks, fruit leather, pieces",2
167541,sr_legacy_food,"Snacks, fruit leather, rolls",19,2019-04-01,"snacks, fruit leather, rolls",2
167542,sr_legacy_food,"Snacks, granola bars, hard, plain",23,2019-04-01,"snacks, granola bars, hard, plain",3
167543,sr_legacy_food,"Snacks, granola bars, hard, almond",23,2019-04-01,"snacks, granola bars, hard, almond",3
167544,sr_legacy_food,"Snacks, granola bars, soft, uncoated, raisin",23,2019-04-01,"snacks, granola bars, soft, uncoated, raisin",4
167545,sr_legacy_food,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",23,2019-04-01,"snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",5
167546,sr_legacy_food,"Candies, honey-combed, with peanut butter",19,2019-04-01,"candies, honey-combed, with peanut butter",2
167547,sr_legacy_food,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",23,2019-04-01,"snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",5
167548,sr_legacy_food,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",23,2019-04-01,"snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",4
167549,sr_legacy_food,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",23,2019-04-01,"snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",5
167550,sr_legacy_food,"Snacks, popcorn, cakes",23,2019-04-01,"snacks, popcorn, cakes",2
167551,sr_legacy_food,"Snacks, popcorn, caramel-coated, with peanuts",23,2019-04-01,"snacks, popcorn, caramel-coated, with peanuts",3
167552,sr_legacy_food,"Snacks, popcorn, caramel-coated, without peanuts",23,2019-04-01,"snacks, popcorn, caramel-coated, without peanuts",3
167553,sr_legacy_food,"Snacks, potato chips, made from dried potatoes, reduced fat",23,2019-04-01,"snacks, potato chips, made from dried potatoes, reduced fat",3
167554,sr_legacy_food,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",23,2019-04-01,"snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",3
167555,sr_legacy_food,"Snacks, pretzels, hard, plain, salted",23,2019-04-01,"snacks, pretzels, hard, plain, salted",4
167556,sr_legacy_food,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",23,2019-04-01,"snacks, pretzels, hard, confectioner's coating, chocolate-flavor",4
167557,sr_legacy_food,"Snacks, rice cakes, brown rice, sesame seed",23,2019-04-01,"snacks, rice cakes, brown rice, sesame seed",3
167558,sr_legacy_food,"Snacks, tortilla chips, plain, white corn, salted",23,2019-04-01,"snacks, tortilla chips, plain, white corn, salted",4
167559,sr_legacy_food,"Snacks, tortilla chips, nacho cheese",23,2019-04-01,"snacks, tortilla chips, nacho cheese",2
167560,sr_legacy_food,"Snacks, tortilla chips, ranch-flavor",23,2019-04-01,"snacks, tortilla chips, ranch-flavor",2
167561,sr_legacy_food,"Snacks, trail mix, regular",23,2019-04-01,"snacks, trail mix, regular",2
167562,sr_legacy_food,"Candies, ALMOND JOY Candy Bar",19,2019-04-01,"candies, almond joy candy bar",1
167563,sr_legacy_food,"Candies, TWIZZLERS CHERRY BITES",19,2019-04-01,"candies, twizzlers cherry bites",1
167564,sr_legacy_food,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",19,2019-04-01,"candies, nestle, bit-o'-honey candy chews",2
167565,sr_legacy_food,"Candies, NESTLE, BUTTERFINGER Bar",19,2019-04-01,"candies, nestle, butterfinger bar",2
167566,sr_legacy_food,"Candies, caramels, chocolate-flavor roll",19,2019-04-01,"candies, caramels, chocolate-flavor roll",2
167567,sr_legacy_food,"Baking chocolate, unsweetened, liquid",19,2019-04-01,"baking chocolate, unsweetened, liquid",2
167568,sr_legacy_food,"Baking chocolate, unsweetened, squares",19,2019-04-01,"baking chocolate, unsweetened, squares",2
167569,sr_legacy_food,"Candies, confectioner's coating, yogurt",19,2019-04-01,"candies, confectioner's coating, yogurt",2
167570,sr_legacy_food,"Candies, confectioner's coating, peanut butter",19,2019-04-01,"candies, confectioner's coating, peanut butter",2
167571,sr_legacy_food,"Candies, white chocolate",19,2019-04-01,"candies, white chocolate",1
167572,sr_legacy_food,"Ice creams, vanilla, light",19,2019-04-01,"ice creams, vanilla, light",2
167573,sr_legacy_food,"Ice creams, vanilla, rich",19,2019-04-01,"ice creams, vanilla, rich",2
167574,sr_legacy_food,"Desserts, flan, caramel custard, prepared-from-recipe",19,2019-04-01,"desserts, flan, caramel custard, prepared-from-recipe",3
167575,sr_legacy_food,"Ice creams, vanilla",19,2019-04-01,"ice creams, vanilla",1
167576,sr_legacy_food,"Ice creams, vanilla, light, soft-serve",19,2019-04-01,"ice creams, vanilla, light, soft-serve",3
167577,sr_legacy_food,"Sherbet, orange",19,2019-04-01,"sherbet, orange",1
167578,sr_legacy_food,"Candies, fudge, peanut butter, prepared-from-recipe",19,2019-04-01,"candies, fudge, peanut butter, prepared-from-recipe",3
167579,sr_legacy_food,"Candies, fudge, vanilla, prepared-from-recipe",19,2019-04-01,"candies, fudge, vanilla, prepared-from-recipe",3
167580,sr_legacy_food,"Candies, fudge, vanilla with nuts",19,2019-04-01,"candies, fudge, vanilla with nuts",2
167581,sr_legacy_food,"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",19,2019-04-01,"candies, nestle, goobers chocolate covered peanuts",2
167582,sr_legacy_food,"Candies, NESTLE, BABY RUTH Bar",19,2019-04-01,"candies, nestle, baby ruth bar",2
167583,sr_legacy_food,"Candies, TWIZZLERS Strawberry Twists Candy",19,2019-04-01,"candies, twizzlers strawberry twists candy",1
167584,sr_legacy_food,"Syrups, table blends, pancake, with butter",19,2019-04-01,"syrups, table blends, pancake, with butter",3
167585,sr_legacy_food,"Ice creams, chocolate, light",19,2019-04-01,"ice creams, chocolate, light",2
167586,sr_legacy_food,"Candies, NESTLE, CHUNKY Bar",19,2019-04-01,"candies, nestle, chunky bar",2
167587,sr_legacy_food,"Candies, milk chocolate",19,2019-04-01,"candies, milk chocolate",1
167588,sr_legacy_food,"Puddings, banana, dry mix, instant, prepared with 2% milk",19,2019-04-01,"puddings, banana, dry mix, instant, prepared with 2% milk",4
167589,sr_legacy_food,"Puddings, banana, dry mix, regular, prepared with 2% milk",19,2019-04-01,"puddings, banana, dry mix, regular, prepared with 2% milk",4
167590,sr_legacy_food,"Andrea's, Gluten Free Soft Dinner Roll",18,2019-04-01,"andrea's, gluten free soft dinner roll",1
167591,sr_legacy_food,"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",18,2019-04-01,"crunchmaster, multi-grain crisps, snack crackers, gluten-free",3
167592,sr_legacy_food,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",18,2019-04-01,"glutino, gluten free cookies, chocolate vanilla creme",2
167593,sr_legacy_food,"Glutino, Gluten Free Cookies, Vanilla Creme",18,2019-04-01,"glutino, gluten free cookies, vanilla creme",2
167594,sr_legacy_food,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",18,2019-04-01,"pepperidge farm, goldfish, baked snack crackers, original",3
167595,sr_legacy_food,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",18,2019-04-01,"pepperidge farm, goldfish, baked snack crackers, parmesan",3
167596,sr_legacy_food,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",18,2019-04-01,"pepperidge farm, goldfish, baked snack crackers, pizza",3
167597,sr_legacy_food,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",18,2019-04-01,"rudi's, gluten-free bakery, original sandwich bread",2
167598,sr_legacy_food,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",18,2019-04-01,"udi's, gluten free, soft & delicious white sandwich bread",2
167599,sr_legacy_food,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",18,2019-04-01,"udi's, gluten free, soft & hearty whole grain bread",2
167600,sr_legacy_food,"Udi's, Gluten Free, Whole Grain Dinner Rolls",18,2019-04-01,"udi's, gluten free, whole grain dinner rolls",2
167601,sr_legacy_food,"Van's, Gluten Free, Totally Original Pancakes",18,2019-04-01,"van's, gluten free, totally original pancakes",2
167602,sr_legacy_food,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",11,2019-04-01,"seaweed, canadian cultivated emi-tsunomata, dry",2
167603,sr_legacy_food,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",11,2019-04-01,"seaweed, canadian cultivated emi-tsunomata, rehydrated",2
167604,sr_legacy_food,"Potatoes, hash brown, refrigerated, unprepared",11,2019-04-01,"potatoes, hash brown, refrigerated, unprepared",3
167605,sr_legacy_food,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",11,2019-04-01,"potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",4
167606,sr_legacy_food,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",11,2019-04-01,"sweet potatoes, french fried, frozen as packaged, salt added in processing",3
167607,sr_legacy_food,"Moose, meat, raw (Alaska Native)",24,2019-04-01,"moose, meat, raw (alaska native)",2
167608,sr_legacy_food,"Mashu roots, raw (Alaska Native)",24,2019-04-01,"mashu roots, raw (alaska native)",1
167609,sr_legacy_food,"Moose, liver, braised (Alaska Native)",24,2019-04-01,"moose, liver, braised (alaska native)",2
167610,sr_legacy_food,"Seal, bearded (Oogruk), meat, raw (Alaska Native)",24,2019-04-01,"seal, bearded (oogruk), meat, raw (alaska native)",3
167611,sr_legacy_food,"Oil, bearded seal (Oogruk) (Alaska Native)",24,2019-04-01,"oil, bearded seal (oogruk) (alaska native)",1
167612,sr_legacy_food,"Oopah (tunicate), whole animal (Alaska Native)",24,2019-04-01,"oopah (tunicate), whole animal (alaska native)",1
167613,sr_legacy_food,"Owl, horned, flesh, raw (Alaska Native)",24,2019-04-01,"owl, horned, flesh, raw (alaska native)",3
167614,sr_legacy_food,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",24,2019-04-01,"fish, salmon, king, chinook, smoked and canned (alaska native)",4
167615,sr_legacy_food,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",24,2019-04-01,"fish, salmon, king, chinook, smoked, brined (alaska native)",5
167616,sr_legacy_food,"Fish, salmon, king, chinook, liver (Alaska Native)",24,2019-04-01,"fish, salmon, king, chinook, liver (alaska native)",4
167617,sr_legacy_food,"Duck, scoter, white-winged, meat (Alaska Native)",24,2019-04-01,"duck, scoter, white-winged, meat (alaska native)",3
167618,sr_legacy_food,"Sea cucumber, yane (Alaska Native)",24,2019-04-01,"sea cucumber, yane (alaska native)",1
167619,sr_legacy_food,"Squirrel, ground, meat (Alaska Native)",24,2019-04-01,"squirrel, ground, meat (alaska native)",2
167620,sr_legacy_food,"Tea, tundra, herb and laborador combination (Alaska Native)",24,2019-04-01,"tea, tundra, herb and laborador combination (alaska native)",2
167621,sr_legacy_food,"Walrus, meat, dried (Alaska Native)",24,2019-04-01,"walrus, meat, dried (alaska native)",2
167622,sr_legacy_food,"Deer (venison), sitka, raw (Alaska Native)",24,2019-04-01,"deer (venison), sitka, raw (alaska native)",2
167623,sr_legacy_food,"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",24,2019-04-01,"whale, bowhead, subcutaneous fat (blubber) (alaska native)",2
167624,sr_legacy_food,"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",24,2019-04-01,"whale, bowhead, skin and subcutaneous fat (muktuk) (alaska native)",2
167625,sr_legacy_food,"Oil, whale, bowhead (Alaska Native)",24,2019-04-01,"oil, whale, bowhead (alaska native)",2
167626,sr_legacy_food,"Fish, whitefish, broad, liver (Alaska Native)",24,2019-04-01,"fish, whitefish, broad, liver (alaska native)",3
167627,sr_legacy_food,"Mush, blue corn with ash (Navajo)",24,2019-04-01,"mush, blue corn with ash (navajo)",1
167628,sr_legacy_food,"Cornmeal, blue (Navajo)",24,2019-04-01,"cornmeal, blue (navajo)",1
167629,sr_legacy_food,"Melon, banana (Navajo)",24,2019-04-01,"melon, banana (navajo)",1
167630,sr_legacy_food,Chilchen (Red Berry Beverage) (Navajo),24,2019-04-01,chilchen (red berry beverage) (navajo),0
167631,sr_legacy_food,"Corn, dried (Navajo)",24,2019-04-01,"corn, dried (navajo)",1
167632,sr_legacy_food,"Squash, Indian, cooked, boiled (Navajo)",24,2019-04-01,"squash, indian, cooked, boiled (navajo)",3
167633,sr_legacy_food,"Bread, kneel down (Navajo)",24,2019-04-01,"bread, kneel down (navajo)",1
167634,sr_legacy_food,"Mutton, cooked, roasted (Navajo)",24,2019-04-01,"mutton, cooked, roasted (navajo)",2
167635,sr_legacy_food,"Frybread, made with lard (Navajo)",24,2019-04-01,"frybread, made with lard (navajo)",1
167636,sr_legacy_food,Tamales (Navajo),24,2019-04-01,tamales (navajo),0
167637,sr_legacy_food,"Stew, steamed corn (Navajo)",24,2019-04-01,"stew, steamed corn (navajo)",1
167638,sr_legacy_food,"Fish, halibut, raw, with skin (Alaska Native)",24,2019-04-01,"fish, halibut, raw, with skin (alaska native)",3
167639,sr_legacy_food,"Fish, salmon, coho (silver), raw (Alaska Native)",24,2019-04-01,"fish, salmon, coho (silver), raw (alaska native)",3
167640,sr_legacy_food,"Blueberries, wild, raw (Alaska Native)",24,2019-04-01,"blueberries, wild, raw (alaska native)",2
167641,sr_legacy_food,"Oil, spotted seal (Alaska Native)",24,2019-04-01,"oil, spotted seal (alaska native)",1
167642,sr_legacy_food,"Fish, salmon, red, canned, bones removed (Alaska Native)",24,2019-04-01,"fish, salmon, red, canned, bones removed (alaska native)",4
167643,sr_legacy_food,"Fish, whitefish, eggs (Alaska Native)",24,2019-04-01,"fish, whitefish, eggs (alaska native)",2
167644,sr_legacy_food,"Caribou, rump meat, half dried (Alaska Native)",24,2019-04-01,"caribou, rump meat, half dried (alaska native)",2
167645,sr_legacy_food,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",24,2019-04-01,"fish, salmon, red, (sockeye), canned, smoked (alaska native)",5
167646,sr_legacy_food,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",24,2019-04-01,"fish, salmon, red, (sockeye), kippered (alaska native)",4
167647,sr_legacy_food,"Fish, salmon, king, with skin, kippered, (Alaska Native)",24,2019-04-01,"fish, salmon, king, with skin, kippered, (alaska native)",5
167648,sr_legacy_food,"Fish, sheefish, raw (Alaska Native)",24,2019-04-01,"fish, sheefish, raw (alaska native)",2
167649,sr_legacy_food,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",24,2019-04-01,"buffalo, free range, top round steak, raw (shoshone bannock)",3
167650,sr_legacy_food,"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",24,2019-04-01,"seal, bearded (oogruk), meat, partially dried (alaska native)",3
167651,sr_legacy_food,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",24,2019-04-01,"buffalo, free range, top round steak, cooked (shoshone bannock)",3
167652,sr_legacy_food,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",24,2019-04-01,"elk, free range, roast, eye of round, raw (shoshone bannock)",4
167653,sr_legacy_food,"Corn, dried, yellow (Northern Plains Indians)",24,2019-04-01,"corn, dried, yellow (northern plains indians)",2
167654,sr_legacy_food,"Smelt, dried (Alaska Native)",24,2019-04-01,"smelt, dried (alaska native)",1
167655,sr_legacy_food,"Frybread, made with lard (Apache)",24,2019-04-01,"frybread, made with lard (apache)",1
167656,sr_legacy_food,Corned beef and potatoes in tortilla (Apache),24,2019-04-01,corned beef and potatoes in tortilla (apache),0
167657,sr_legacy_food,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",25,2019-04-01,"on the border, soft taco with ground beef, cheese and lettuce",2
167658,sr_legacy_food,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",25,2019-04-01,"restaurant, mexican, soft taco with ground beef, cheese and lettuce",3
167659,sr_legacy_food,"Restaurant, Latino, chicken and rice, entree, prepared",25,2019-04-01,"restaurant, latino, chicken and rice, entree, prepared",4
167660,sr_legacy_food,"Restaurant, Latino, empanadas, beef, prepared",25,2019-04-01,"restaurant, latino, empanadas, beef, prepared",4
167661,sr_legacy_food,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",25,2019-04-01,"restaurant, latino, pupusas con frijoles (pupusas, bean)",3
167662,sr_legacy_food,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",25,2019-04-01,"restaurant, latino, pupusas con queso (pupusas, cheese)",3
167663,sr_legacy_food,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",25,2019-04-01,"restaurant, latino, pupusas del cerdo (pupusas, pork)",3
167664,sr_legacy_food,"Restaurant, Latino, tamale, corn",25,2019-04-01,"restaurant, latino, tamale, corn",3
167665,sr_legacy_food,"Restaurant, Mexican, spanish rice",25,2019-04-01,"restaurant, mexican, spanish rice",2
167666,sr_legacy_food,"Restaurant, Mexican, refried beans",25,2019-04-01,"restaurant, mexican, refried beans",2
167667,sr_legacy_food,"Restaurant, Chinese, egg rolls, assorted",25,2019-04-01,"restaurant, chinese, egg rolls, assorted",3
167668,sr_legacy_food,"Restaurant, Chinese, fried rice, without meat",25,2019-04-01,"restaurant, chinese, fried rice, without meat",3
167669,sr_legacy_food,"CRACKER BARREL, steak fries",25,2019-04-01,"cracker barrel, steak fries",1
167670,sr_legacy_food,"CRACKER BARREL, grilled sirloin steak",25,2019-04-01,"cracker barrel, grilled sirloin steak",1
167671,sr_legacy_food,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",25,2019-04-01,"cracker barrel, macaroni n' cheese plate, from kid's menu",2
167672,sr_legacy_food,"DENNY'S, french fries",25,2019-04-01,"denny's, french fries",1
167673,sr_legacy_food,"DENNY'S, top sirloin steak",25,2019-04-01,"denny's, top sirloin steak",1
167674,sr_legacy_food,"Restaurant, Chinese, lemon chicken",25,2019-04-01,"restaurant, chinese, lemon chicken",2
167675,sr_legacy_food,"Restaurant, Chinese, general tso's chicken",25,2019-04-01,"restaurant, chinese, general tso's chicken",2
167676,sr_legacy_food,"Restaurant, Chinese, kung pao chicken",25,2019-04-01,"restaurant, chinese, kung pao chicken",2
167677,sr_legacy_food,"Restaurant, Chinese, vegetable lo mein, without meat",25,2019-04-01,"restaurant, chinese, vegetable lo mein, without meat",3
167678,sr_legacy_food,"Restaurant, Chinese, chicken and vegetables",25,2019-04-01,"restaurant, chinese, chicken and vegetables",2
167679,sr_legacy_food,"Restaurant, Chinese, orange chicken",25,2019-04-01,"restaurant, chinese, orange chicken",2
167680,sr_legacy_food,"Restaurant, Italian, spaghetti with meat sauce",25,2019-04-01,"restaurant, italian, spaghetti with meat sauce",2
167681,sr_legacy_food,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",14,2019-04-01,"beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",4
167682,sr_legacy_food,"Pectin, liquid",19,2019-04-01,"pectin, liquid",1
167683,sr_legacy_food,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",19,2019-04-01,"frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",5
167684,sr_legacy_food,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",4,2019-04-01,"creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",2
167685,sr_legacy_food,"Bologna, beef and pork, low fat",7,2019-04-01,"bologna, beef and pork, low fat",2
167686,sr_legacy_food,"Milk dessert, frozen, milk-fat free, chocolate",19,2019-04-01,"milk dessert, frozen, milk-fat free, chocolate",3
167687,sr_legacy_food,"Whipped topping, frozen, low fat",1,2019-04-01,"whipped topping, frozen, low fat",2
167688,sr_legacy_food,"Cream substitute, powdered, light",1,2019-04-01,"cream substitute, powdered, light",2
167689,sr_legacy_food,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",19,2019-04-01,"candies, mars snackfood us, m&m's peanut butter chocolate candies",2
167690,sr_legacy_food,"Babyfood, apple yogurt dessert, strained",3,2019-04-01,"babyfood, apple yogurt dessert, strained",2
167691,sr_legacy_food,"Vegetable oil-butter spread, reduced calorie",4,2019-04-01,"vegetable oil-butter spread, reduced calorie",1
167692,sr_legacy_food,"Salad dressing, blue or roquefort cheese dressing, light",4,2019-04-01,"salad dressing, blue or roquefort cheese dressing, light",2
167693,sr_legacy_food,"Salad dressing, french dressing, reduced calorie",4,2019-04-01,"salad dressing, french dressing, reduced calorie",2
167694,sr_legacy_food,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",7,2019-04-01,"sausage, turkey and pork, fresh, bulk, patty or link, cooked",5
167695,sr_legacy_food,"Mayonnaise, made with tofu",4,2019-04-01,"mayonnaise, made with tofu",1
167696,sr_legacy_food,"Frankfurter, beef, low fat",7,2019-04-01,"frankfurter, beef, low fat",2
167697,sr_legacy_food,"Milk, buttermilk, fluid, cultured, reduced fat",1,2019-04-01,"milk, buttermilk, fluid, cultured, reduced fat",4
167698,sr_legacy_food,"Pork sausage rice links, brown and serve, cooked",7,2019-04-01,"pork sausage rice links, brown and serve, cooked",2
167699,sr_legacy_food,"Salad dressing, blue or roquefort cheese dressing, fat-free",4,2019-04-01,"salad dressing, blue or roquefort cheese dressing, fat-free",2
167700,sr_legacy_food,"Salad Dressing, mayonnaise-like, fat-free",4,2019-04-01,"salad dressing, mayonnaise-like, fat-free",2
167701,sr_legacy_food,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",19,2019-04-01,"candies, mars snackfood us, milky way midnight bar",2
167702,sr_legacy_food,"Oil, flaxseed, cold pressed",4,2019-04-01,"oil, flaxseed, cold pressed",2
167703,sr_legacy_food,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",1,2019-04-01,"cheese, cottage, lowfat, 1% milkfat, lactose reduced",4
167704,sr_legacy_food,"Salad dressing, bacon and tomato",4,2019-04-01,"salad dressing, bacon and tomato",1
167705,sr_legacy_food,"Cheese, parmesan, low sodium",1,2019-04-01,"cheese, parmesan, low sodium",2
167706,sr_legacy_food,"Jams, preserves, marmalade, reduced sugar",19,2019-04-01,"jams, preserves, marmalade, reduced sugar",3
167707,sr_legacy_food,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",14,2019-04-01,"beverages, fruit-flavored drink, powder, with high vitamin c with other added vitamins, low calorie",4
167708,sr_legacy_food,"Tomato and vegetable juice, low sodium",11,2019-04-01,"tomato and vegetable juice, low sodium",1
167709,sr_legacy_food,"Turkey, wing, smoked, cooked, with skin, bone removed",5,2019-04-01,"turkey, wing, smoked, cooked, with skin, bone removed",5
167710,sr_legacy_food,"Turkey, drumstick, smoked, cooked, with skin, bone removed",5,2019-04-01,"turkey, drumstick, smoked, cooked, with skin, bone removed",5
167711,sr_legacy_food,"Beverages, Chocolate-flavored drink, whey and milk based",14,2019-04-01,"beverages, chocolate-flavored drink, whey and milk based",2
167712,sr_legacy_food,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",10,2019-04-01,"pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",6
167713,sr_legacy_food,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",5,2019-04-01,"turkey, light or dark meat, smoked, cooked, skin and bone removed",4
167714,sr_legacy_food,"Hearts of palm, raw",11,2019-04-01,"hearts of palm, raw",1
167715,sr_legacy_food,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",8,2019-04-01,"cereals ready-to-eat, post, shredded wheat n' bran, spoon-size",3
167716,sr_legacy_food,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",1,2019-04-01,"cheese, cottage, lowfat, 1% milkfat, with vegetables",4
167717,sr_legacy_food,Yeast extract spread,11,2019-04-01,yeast extract spread,0
167718,sr_legacy_food,"Babyfood, juice, pear",3,2019-04-01,"babyfood, juice, pear",2
167719,sr_legacy_food,"Chicken, meatless, breaded, fried",16,2019-04-01,"chicken, meatless, breaded, fried",3
