fdc_id,data_type,description,food_category_id,publication_date,sort_description,fields
171759,sr_legacy_food,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",7
171760,sr_legacy_food,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01,"beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",7
171761,sr_legacy_food,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",7
171762,sr_legacy_food,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",7
171763,sr_legacy_food,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",13,2019-04-01,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",7
171764,sr_legacy_food,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",7
171765,sr_legacy_food,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01,"beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",7
171766,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",8
171767,sr_legacy_food,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01,"beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",7
171768,sr_legacy_food,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",13,2019-04-01,"beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",7
171769,sr_legacy_food,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",7
171770,sr_legacy_food,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",13,2019-04-01,"beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",8
171771,sr_legacy_food,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,2019-04-01,"beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",8
171772,sr_legacy_food,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",8
171773,sr_legacy_food,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13,2019-04-01,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",8
171774,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",8
171775,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01,"beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",8
171776,sr_legacy_food,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",5
171777,sr_legacy_food,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",13,2019-04-01,"beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",5
171778,sr_legacy_food,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",13,2019-04-01,"beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",5
171779,sr_legacy_food,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",5
171780,sr_legacy_food,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",13,2019-04-01,"beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",7
171781,sr_legacy_food,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",7
171782,sr_legacy_food,"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",13,2019-04-01,"beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",7
171783,sr_legacy_food,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",13,2019-04-01,"beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, usda choice, cooked, broiled",7
171784,sr_legacy_food,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,2019-04-01,"beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",7
171785,sr_legacy_food,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,2019-04-01,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",7
171786,sr_legacy_food,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",13,2019-04-01,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",7
171787,sr_legacy_food,"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,2019-04-01,"beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",7
171788,sr_legacy_food,"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,2019-04-01,"beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",7
171789,sr_legacy_food,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",7
171790,sr_legacy_food,"Beef, ground, 95% lean meat / 5% fat, raw",13,2019-04-01,"beef, ground, 95% lean meat / 5% fat, raw",3
171791,sr_legacy_food,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",13,2019-04-01,"beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",5
171792,sr_legacy_food,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",13,2019-04-01,"beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",5
171793,sr_legacy_food,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",13,2019-04-01,"beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",5
171794,sr_legacy_food,"Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",13,2019-04-01,"beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",5
171795,sr_legacy_food,"Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",13,2019-04-01,"beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",5
171796,sr_legacy_food,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",13,2019-04-01,"beef, ground, 85% lean meat / 15% fat, raw (includes foods for usda's food distribution program)",3
171797,sr_legacy_food,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",13,2019-04-01,"beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",5
171798,sr_legacy_food,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",13,2019-04-01,"beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",5
171799,sr_legacy_food,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",13,2019-04-01,"beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",5
171800,sr_legacy_food,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",13,2019-04-01,"beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",5
171801,sr_legacy_food,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",13,2019-04-01,"beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",5
171802,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",6
171803,sr_legacy_food,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",6
171804,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",6
171805,sr_legacy_food,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",13,2019-04-01,"beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",8
171806,sr_legacy_food,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",13,2019-04-01,"beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",8
171807,sr_legacy_food,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",13,2019-04-01,"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",8
171808,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",13,2019-04-01,"beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",8
171809,sr_legacy_food,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",13,2019-04-01,"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",8
171810,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01,"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",6
171811,sr_legacy_food,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",13,2019-04-01,"beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",7
171812,sr_legacy_food,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01,"beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",6
171813,sr_legacy_food,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",13,2019-04-01,"beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",8
171814,sr_legacy_food,"Beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01,"beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",6
171815,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",13,2019-04-01,"beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",8
171816,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01,"beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",7
171817,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",13,2019-04-01,"beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",7
171818,sr_legacy_food,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",13,2019-04-01,"beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",7
171819,sr_legacy_food,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",13,2019-04-01,"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",7
171820,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",13,2019-04-01,"beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",7
171821,sr_legacy_food,"Soup, wonton, Chinese restaurant",6,2019-04-01,"soup, wonton, chinese restaurant",2
171822,sr_legacy_food,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",6,2019-04-01,"soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",5
171823,sr_legacy_food,"Sauce, duck, ready-to-serve",6,2019-04-01,"sauce, duck, ready-to-serve",2
171824,sr_legacy_food,"Sauce, salsa, verde, ready-to-serve",6,2019-04-01,"sauce, salsa, verde, ready-to-serve",3
171825,sr_legacy_food,"Sauce, steak, tomato based",6,2019-04-01,"sauce, steak, tomato based",2
171826,sr_legacy_food,"Sauce, tartar, ready-to-serve",6,2019-04-01,"sauce, tartar, ready-to-serve",2
171827,sr_legacy_food,"Sauce, barbecue, SWEET BABY RAY'S, original",6,2019-04-01,"sauce, barbecue, sweet baby ray's, original",3
171828,sr_legacy_food,"Sauce, barbecue, BULL'S-EYE, original",6,2019-04-01,"sauce, barbecue, bull's-eye, original",3
171829,sr_legacy_food,"Sauce, barbecue, KC MASTERPIECE, original",6,2019-04-01,"sauce, barbecue, kc masterpiece, original",3
171830,sr_legacy_food,"Sauce, barbecue, OPEN PIT, original",6,2019-04-01,"sauce, barbecue, open pit, original",3
171831,sr_legacy_food,Wasabi,6,2019-04-01,wasabi,0
171832,sr_legacy_food,"Dip, bean, original flavor",6,2019-04-01,"dip, bean, original flavor",2
171833,sr_legacy_food,"Sauce, horseradish",6,2019-04-01,"sauce, horseradish",1
171834,sr_legacy_food,"Dip, FRITO'S, bean, original flavor",6,2019-04-01,"dip, frito's, bean, original flavor",3
171835,sr_legacy_food,"Cookie, vanilla with caramel, coconut, and chocolate coating",18,2019-04-01,"cookie, vanilla with caramel, coconut, and chocolate coating",3
171836,sr_legacy_food,"Cookie, with peanut butter filling, chocolate-coated",18,2019-04-01,"cookie, with peanut butter filling, chocolate-coated",2
171837,sr_legacy_food,"Cookies, animal, with frosting or icing",18,2019-04-01,"cookies, animal, with frosting or icing",2
171838,sr_legacy_food,"Crackers, multigrain",18,2019-04-01,"crackers, multigrain",1
171839,sr_legacy_food,"Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",18,2019-04-01,"cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",5
171840,sr_legacy_food,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",18,2019-04-01,"cookies, brownies, commercially prepared, reduced fat, with added fiber",4
171841,sr_legacy_food,"Cookies, chocolate sandwich, with creme filling, reduced fat",18,2019-04-01,"cookies, chocolate sandwich, with creme filling, reduced fat",3
171842,sr_legacy_food,"Cookies, oatmeal sandwich, with creme filling",18,2019-04-01,"cookies, oatmeal sandwich, with creme filling",2
171843,sr_legacy_food,"Cookies, peanut butter, commercially prepared, sugar free",18,2019-04-01,"cookies, peanut butter, commercially prepared, sugar free",3
171844,sr_legacy_food,"Bread, chapati or roti, plain, commercially prepared",18,2019-04-01,"bread, chapati or roti, plain, commercially prepared",3
171845,sr_legacy_food,"Bread, naan, plain, commercially prepared, refrigerated",18,2019-04-01,"bread, naan, plain, commercially prepared, refrigerated",4
171846,sr_legacy_food,"Crackers, standard snack-type, with whole wheat",18,2019-04-01,"crackers, standard snack-type, with whole wheat",2
171847,sr_legacy_food,"Cookies, coconut macaroon",18,2019-04-01,"cookies, coconut macaroon",1
171848,sr_legacy_food,"Crackers, sandwich-type, peanut butter filled, reduced fat",18,2019-04-01,"crackers, sandwich-type, peanut butter filled, reduced fat",3
171849,sr_legacy_food,"Bread, cinnamon",18,2019-04-01,"bread, cinnamon",1
171850,sr_legacy_food,"Bread, wheat, sprouted",18,2019-04-01,"bread, wheat, sprouted",2
171851,sr_legacy_food,"Bread, wheat, sprouted, toasted",18,2019-04-01,"bread, wheat, sprouted, toasted",3
171852,sr_legacy_food,"Bagels, multigrain",18,2019-04-01,"bagels, multigrain",1
171853,sr_legacy_food,"Pancakes, whole wheat, dry mix, incomplete",18,2019-04-01,"pancakes, whole wheat, dry mix, incomplete",3
171854,sr_legacy_food,"Crackers, toast thins, low sodium",18,2019-04-01,"crackers, toast thins, low sodium",2
171855,sr_legacy_food,"Crackers, whole grain, sandwich-type, with peanut butter filling",18,2019-04-01,"crackers, whole grain, sandwich-type, with peanut butter filling",3
171856,sr_legacy_food,"Crackers, water biscuits",18,2019-04-01,"crackers, water biscuits",1
171857,sr_legacy_food,"Cookies, gluten-free, chocolate sandwich, with creme filling",18,2019-04-01,"cookies, gluten-free, chocolate sandwich, with creme filling",3
171858,sr_legacy_food,"Cookies, gluten-free, chocolate wafer",18,2019-04-01,"cookies, gluten-free, chocolate wafer",2
171859,sr_legacy_food,"Cookies, gluten-free, lemon wafer",18,2019-04-01,"cookies, gluten-free, lemon wafer",2
171860,sr_legacy_food,"Cookies, gluten-free, vanilla sandwich, with creme filling",18,2019-04-01,"cookies, gluten-free, vanilla sandwich, with creme filling",3
171861,sr_legacy_food,"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch",18,2019-04-01,"rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch",5
171862,sr_legacy_food,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",18,2019-04-01,"rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",5
171863,sr_legacy_food,"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and sorghum flour",18,2019-04-01,"rolls, gluten-free, white, made with brown rice flour, tapioca starch, and sorghum flour",5
171864,sr_legacy_food,"Rolls, gluten-free, whole grain, made with tapioca starch and brown rice flour",18,2019-04-01,"rolls, gluten-free, whole grain, made with tapioca starch and brown rice flour",3
171865,sr_legacy_food,"Cookies, oatmeal, reduced fat",18,2019-04-01,"cookies, oatmeal, reduced fat",2
171866,sr_legacy_food,"Cookies, chocolate cream covered biscuit sticks",18,2019-04-01,"cookies, chocolate cream covered biscuit sticks",1
171867,sr_legacy_food,"Cookies, Marie biscuit",18,2019-04-01,"cookies, marie biscuit",1
171868,sr_legacy_food,"Cookies, vanilla sandwich with creme filling, reduced fat",18,2019-04-01,"cookies, vanilla sandwich with creme filling, reduced fat",2
171869,sr_legacy_food,"Beverages, carbonated, tonic water",14,2019-04-01,"beverages, carbonated, tonic water",2
171870,sr_legacy_food,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",14,2019-04-01,"beverages, energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12",7
171871,sr_legacy_food,"Beverages, carbonated, root beer",14,2019-04-01,"beverages, carbonated, root beer",2
171872,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Gamay",14,2019-04-01,"alcoholic beverage, wine, table, red, gamay",4
171873,sr_legacy_food,"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",14,2019-04-01,"beverages, chocolate drink, milk and soy based, ready to drink, fortified",4
171874,sr_legacy_food,"Beverages, chocolate malt powder, prepared with 1% milk, fortified",14,2019-04-01,"beverages, chocolate malt powder, prepared with 1% milk, fortified",3
171875,sr_legacy_food,"Beverages, carbonated, limeade, high caffeine",14,2019-04-01,"beverages, carbonated, limeade, high caffeine",3
171876,sr_legacy_food,"Beverages, carbonated, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine",14,2019-04-01,"beverages, carbonated, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine",5
171877,sr_legacy_food,"Beverages, coffee, ready to drink, vanilla, light, milk based, sweetened",14,2019-04-01,"beverages, coffee, ready to drink, vanilla, light, milk based, sweetened",6
171878,sr_legacy_food,"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",14,2019-04-01,"beverages, lemonade fruit juice drink light, fortified with vitamin e and c",2
171879,sr_legacy_food,"Beverages, chocolate-flavor beverage mix, powder, prepared with whole milk",14,2019-04-01,"beverages, chocolate-flavor beverage mix, powder, prepared with whole milk",3
171880,sr_legacy_food,"Beverages, coffee, ready to drink, milk based, sweetened",14,2019-04-01,"beverages, coffee, ready to drink, milk based, sweetened",4
171881,sr_legacy_food,"Beverages, coffee, brewed, breakfast blend",14,2019-04-01,"beverages, coffee, brewed, breakfast blend",3
171882,sr_legacy_food,"Beverages, Clam and tomato juice, canned",14,2019-04-01,"beverages, clam and tomato juice, canned",2
171883,sr_legacy_food,"Beverages, tea, green, ready to drink, ginseng and honey, sweetened",14,2019-04-01,"beverages, tea, green, ready to drink, ginseng and honey, sweetened",5
171884,sr_legacy_food,"Beverages, The COCA-COLA company, Minute Maid, Lemonade",14,2019-04-01,"beverages, the coca-cola company, minute maid, lemonade",3
171885,sr_legacy_food,"Beverages, tea, green, ready-to-drink, diet",14,2019-04-01,"beverages, tea, green, ready-to-drink, diet",4
171886,sr_legacy_food,"Beverages, Cocoa mix, no sugar added, powder",14,2019-04-01,"beverages, cocoa mix, no sugar added, powder",3
171887,sr_legacy_food,"Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix",14,2019-04-01,"cocoa mix, nestle, rich chocolate hot cocoa mix",2
171888,sr_legacy_food,"Beverages, tea, black, ready-to-drink, lemon, sweetened",14,2019-04-01,"beverages, tea, black, ready-to-drink, lemon, sweetened",5
171889,sr_legacy_food,"Beverages, coffee, brewed, prepared with tap water, decaffeinated",14,2019-04-01,"beverages, coffee, brewed, prepared with tap water, decaffeinated",4
171890,sr_legacy_food,"Beverages, coffee, brewed, prepared with tap water",14,2019-04-01,"beverages, coffee, brewed, prepared with tap water",3
171891,sr_legacy_food,"Beverages, coffee, brewed, espresso, restaurant-prepared",14,2019-04-01,"beverages, coffee, brewed, espresso, restaurant-prepared",4
171892,sr_legacy_food,"Beverages, tea, black, ready-to-drink, lemon, diet",14,2019-04-01,"beverages, tea, black, ready-to-drink, lemon, diet",5
171893,sr_legacy_food,"Beverages, coffee, instant, regular, powder",14,2019-04-01,"beverages, coffee, instant, regular, powder",4
171894,sr_legacy_food,"Beverages, coffee, instant, decaffeinated, prepared with water",14,2019-04-01,"beverages, coffee, instant, decaffeinated, prepared with water",4
171895,sr_legacy_food,"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",14,2019-04-01,"beverages, ocean spray, cranberry-apple juice drink, bottled",3
171896,sr_legacy_food,"Beverages, OCEAN SPRAY, Diet Cranberry Juice",14,2019-04-01,"beverages, ocean spray, diet cranberry juice",2
171897,sr_legacy_food,"Beverages, coffee, instant, with chicory",14,2019-04-01,"beverages, coffee, instant, with chicory",3
171898,sr_legacy_food,"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",14,2019-04-01,"beverages, kraft, coffee, instant, french vanilla cafe",4
171899,sr_legacy_food,"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",14,2019-04-01,"beverages, ocean spray, cran raspberry juice drink",2
171900,sr_legacy_food,"Beverages, OCEAN SPRAY, Cran Lemonade",14,2019-04-01,"beverages, ocean spray, cran lemonade",2
171901,sr_legacy_food,"Beverages, OCEAN SPRAY, Diet Cran Cherry",14,2019-04-01,"beverages, ocean spray, diet cran cherry",2
171902,sr_legacy_food,"Beverages, cranberry-grape juice drink, bottled",14,2019-04-01,"beverages, cranberry-grape juice drink, bottled",2
171903,sr_legacy_food,"Cranberry juice cocktail, bottled",14,2019-04-01,"cranberry juice cocktail, bottled",1
171904,sr_legacy_food,"Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener",14,2019-04-01,"cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener",4
171905,sr_legacy_food,"Beverages, Eggnog-flavor mix, powder, prepared with whole milk",14,2019-04-01,"beverages, eggnog-flavor mix, powder, prepared with whole milk",3
171906,sr_legacy_food,"Alcoholic beverages, beer, higher alcohol",14,2019-04-01,"alcoholic beverages, beer, higher alcohol",2
171907,sr_legacy_food,"Beverages, Malt liquor beverage",14,2019-04-01,"beverages, malt liquor beverage",1
171908,sr_legacy_food,"Alcoholic beverages, wine, rose",14,2019-04-01,"alcoholic beverages, wine, rose",2
171909,sr_legacy_food,"Beverages, OCEAN SPRAY, Cran Pomegranate",14,2019-04-01,"beverages, ocean spray, cran pomegranate",2
171910,sr_legacy_food,"Beverages, tea, green, brewed, decaffeinated",14,2019-04-01,"beverages, tea, green, brewed, decaffeinated",4
171911,sr_legacy_food,"Beverages, tea, green, ready to drink, unsweetened",14,2019-04-01,"beverages, tea, green, ready to drink, unsweetened",4
171912,sr_legacy_food,"Beverages, citrus fruit juice drink, frozen concentrate",14,2019-04-01,"beverages, citrus fruit juice drink, frozen concentrate",2
171913,sr_legacy_food,"Beverages, citrus fruit juice drink, frozen concentrate, prepared with water",14,2019-04-01,"beverages, citrus fruit juice drink, frozen concentrate, prepared with water",3
171914,sr_legacy_food,"Beverages, fruit punch drink, without added nutrients, canned",14,2019-04-01,"beverages, fruit punch drink, without added nutrients, canned",3
171915,sr_legacy_food,"Beverages, Tropical Punch, ready-to-drink",14,2019-04-01,"beverages, tropical punch, ready-to-drink",2
171916,sr_legacy_food,"Beverages, grape drink, canned",14,2019-04-01,"beverages, grape drink, canned",2
171917,sr_legacy_food,"Beverages, tea, green, brewed, regular",14,2019-04-01,"beverages, tea, green, brewed, regular",4
171918,sr_legacy_food,"Beverages, tea, instant, lemon, with added ascorbic acid",14,2019-04-01,"beverages, tea, instant, lemon, with added ascorbic acid",4
171919,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",14,2019-04-01,"alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",5
171920,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",14,2019-04-01,"alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",5
171921,sr_legacy_food,"Carbonated beverage, chocolate-flavored soda",14,2019-04-01,"carbonated beverage, chocolate-flavored soda",1
171922,sr_legacy_food,"Beverages, water, bottled, non-carbonated, EVIAN",14,2019-04-01,"beverages, water, bottled, non-carbonated, evian",4
171923,sr_legacy_food,"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",14,2019-04-01,"beverages, powerade zero ion4, calorie-free, assorted flavors",3
171924,sr_legacy_food,"Beverages, WENDY'S, tea, ready-to-drink, unsweetened",14,2019-04-01,"beverages, wendy's, tea, ready-to-drink, unsweetened",4
171925,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Merlot",14,2019-04-01,"alcoholic beverage, wine, table, red, merlot",4
